ic_level,marker_clarity,phen_caution,mean_intervention,expected_harm,disturbance_rate,excavation_rate,avoidance_rate,mean_caution,mean_curiosity
0.15,0.25,0.625,0.2712078979897287,0.06774677896188935,0.0,0.0,0.4096,0.4666957629989207,0.5081478342000257
0.15,0.25,0.6666666666666666,0.260615431325571,0.06510123689303828,0.0,0.0,0.46175,0.4875290963322541,0.5081478342000257
0.15,0.25,0.7083333333333333,0.2500229646614133,0.062455694824187176,0.0,0.0,0.51845,0.5083624296655874,0.5081478342000257
0.15,0.25,0.75,0.23943049799725566,0.05981015275533609,0.0,0.0,0.57736,0.5291957629989207,0.5081478342000257
0.15,0.25,0.7916666666666666,0.22883803133309796,0.05716461068648499,0.0,0.0,0.63721,0.5500290963322542,0.5081478342000257
0.15,0.25,0.8333333333333333,0.21824556466894032,0.05451906861763391,0.0,0.0,0.69774,0.5708624296655874,0.5081478342000257
0.15,0.25,0.875,0.20765309800478263,0.05187352654878282,0.0,0.0,0.75593,0.5916957629989207,0.5081478342000257
0.15,0.25,0.9166666666666666,0.19706063134062496,0.04922798447993173,0.0,0.0,0.80892,0.6125290963322542,0.5081478342000257
0.15,0.25,0.9583333333333333,0.1864681646764673,0.04658244241108063,0.0,0.0,0.85495,0.6333624296655874,0.5081478342000257
0.15,0.25,1.0,0.17587569801230954,0.04393690034222954,0.0,0.0,0.89545,0.6541957629989208,0.5081478342000257
0.15,0.29166666666666663,0.0,0.4281882539525455,0.10695371242226254,0.03222,1e-05,0.06234,0.15794576299892077,0.5081478342000257
0.15,0.29166666666666663,0.041666666666666664,0.4175957872883878,0.10430817035341144,0.02324,0.0,0.07053,0.17877909633225408,0.5081478342000257
0.15,0.29166666666666663,0.08333333333333333,0.4070033206242301,0.10166262828456037,0.01594,0.0,0.08015,0.1996124296655874,0.5081478342000257
0.15,0.29166666666666663,0.125,0.3964108539600724,0.09901708621570927,0.01039,0.0,0.09064,0.22044576299892077,0.5081478342000257
0.15,0.29166666666666663,0.16666666666666666,0.3858183872959147,0.09637154414685818,0.00617,0.0,0.10218,0.24127909633225406,0.5081478342000257
0.15,0.29166666666666663,0.20833333333333331,0.3752259206317571,0.09372600207800709,0.00375,0.0,0.11634,0.2621124296655874,0.5081478342000257
0.15,0.29166666666666663,0.25,0.36463345396759944,0.09108046000915598,0.00219,0.0,0.13237,0.28294576299892077,0.5081478342000257
0.15,0.29166666666666663,0.29166666666666663,0.35404098730344175,0.08843491794030492,0.00117,0.0,0.1502,0.3037790963322541,0.5081478342000257
0.15,0.29166666666666663,0.3333333333333333,0.3434485206392841,0.08578937587145381,0.00058,0.0,0.17112,0.3246124296655874,0.5081478342000257
0.15,0.29166666666666663,0.375,0.3328560539751264,0.0831438338026027,0.00022,0.0,0.19528,0.3454457629989207,0.5081478342000257
0.15,0.29166666666666663,0.41666666666666663,0.3222635873109687,0.08049829173375161,5e-05,0.0,0.22173,0.36627909633225403,0.5081478342000257
0.15,0.29166666666666663,0.4583333333333333,0.311671120646811,0.07785274966490054,0.0,0.0,0.25299,0.38711242966558745,0.5081478342000257
0.15,0.29166666666666663,0.5,0.3010786539826533,0.07520720759604944,0.0,0.0,0.28766,0.4079457629989207,0.5081478342000257
0.15,0.29166666666666663,0.5416666666666666,0.2904861873184957,0.07256166552719835,0.0,0.0,0.32737,0.42877909633225403,0.5081478342000257
0.15,0.29166666666666663,0.5833333333333333,0.27989372065433804,0.06991612345834726,0.0,0.0,0.37099,0.44961242966558734,0.5081478342000257
0.15,0.29166666666666663,0.625,0.2693012539901803,0.06727058138949617,0.0,0.0,0.4184,0.4704457629989207,0.5081478342000257
0.15,0.29166666666666663,0.6666666666666666,0.25870878732602265,0.06462503932064508,0.0,0.0,0.47144,0.49127909633225403,0.5081478342000257
0.15,0.29166666666666663,0.7083333333333333,0.24811632066186498,0.06197949725179399,0.0,0.0,0.52889,0.5121124296655875,0.5081478342000257
0.15,0.29166666666666663,0.75,0.2375238539977073,0.0593339551829429,0.0,0.0,0.58822,0.5329457629989207,0.5081478342000257
0.15,0.29166666666666663,0.7916666666666666,0.22693138733354964,0.056688413114091805,0.0,0.0,0.6486,0.5537790963322541,0.5081478342000257
0.15,0.29166666666666663,0.8333333333333333,0.21633892066939192,0.05404287104524072,0.0,0.0,0.70848,0.5746124296655875,0.5081478342000257
0.15,0.29166666666666663,0.875,0.20574645400523423,0.051397328976389614,0.0,0.0,0.7659,0.5954457629989207,0.5081478342000257
0.15,0.29166666666666663,0.9166666666666666,0.19515398734107658,0.04875178690753853,0.0,0.0,0.81767,0.6162790963322541,0.5081478342000257
0.15,0.29166666666666663,0.9583333333333333,0.1845615206769189,0.046106244838687443,0.0,0.0,0.86263,0.6371124296655873,0.5081478342000257
0.15,0.29166666666666663,1.0,0.1739690540127612,0.043460702769836344,0.0,0.0,0.90217,0.6579457629989207,0.5081478342000257
0.15,0.3333333333333333,0.0,0.4262816099529971,0.10647751484986934,0.03067,0.0,0.06367,0.16169576299892077,0.5081478342000257
0.15,0.3333333333333333,0.041666666666666664,0.4156891432888394,0.10383197278101823,0.02187,0.0,0.07206,0.1825290963322541,0.5081478342000257
